event_name,event_date,event_url,genre
Mamma Mia - The Ten Sopranos,2025-03-01,https://www.ticketmaster.com.au/mamma-mia-the-ten-sopranos-melbourne-01-03-2025/event/13006105F95F6633,Pop
Tones And I,2025-03-01,https://www.ticketmaster.com.au/tones-and-i-young-01-03-2025/event/13006133BBDD6D7E,Pop
The Kooks Australia Tour 2025,2025-03-01,https://www.ticketmaster.com.au/the-kooks-australia-tour-2025-brisbane-01-03-2025/event/13006171CDE3881D,Rock
"SummerSalt - Pete Murray, The Waifs & More",2025-03-01,https://www.ticketmaster.com.au/summersalt-pete-murray-the-waifs-more-denmark-01-03-2025/event/13006231E72C1B79,Rock
Eraserheads Huling El Bimbo World Tour 2025,2025-03-01,https://www.ticketmaster.com.au/eraserheads-huling-el-bimbo-world-tour-south-wharf-01-03-2025/event/13006184B571357E,Rock
Dragon,2025-03-01,https://www.ticketmaster.com.au/dragon-southbank-01-03-2025/event/25006191B67910F9,Rock
The Vocals Tour - Sam V & STNDRD,2025-03-01,https://www.ticketmaster.com.au/the-vocals-tour-sam-v-stndrd-brisbane-01-03-2025/event/1300624AE43229FF,Rock
Rum Jungle ‘Recency Bias’ AU/NZ Tour,2025-03-01,https://www.moshtix.com.au/v2/event/rum-jungle-recency-bias-au-nz-tour/173223,Rock
GREENLEAF (SWE) - The Head & The Habit Australian Tour 2025,2025-03-01,https://www.moshtix.com.au/v2/event/greenleaf-swe-the-head-the-habit-australian-tour-2025/171925,Rock
Kristin Hersh - Australian Tour 2025,2025-03-01,https://www.moshtix.com.au/v2/event/kristin-hersh-australian-tour-2025/171481,Rock
"The Butterfly Effect - ""Begins Here"" 21st Anniversary Regional Tour",2025-03-01,https://www.moshtix.com.au/v2/event/the-butterfly-effect-begins-here-21st-anniversary-regional-tour/171591,Rock
Peach Pit - The Magpie Tour Australia & New Zealand 2025,2025-03-02,https://www.ticketmaster.com.au/peach-pit-the-magpie-tour-australia-brisbane-02-03-2025/event/13006134D6D16F73,Pop
Magdalena Bay,2025-03-02,https://www.moshtix.com.au/v2/event/magdalena-bay/173697,Pop
THE ARISTOCRATS,2025-03-02,https://www.moshtix.com.au/v2/event/the-aristocrats/171373,Rock
A Day To Remember - Official Knotfest Sideshow,2025-03-03,https://www.ticketmaster.com.au/a-day-to-remember-official-knotfest-brisbane-03-03-2025/event/13006235BC381958,Rock
Magdalena Bay SECOND SHOW,2025-03-03,https://www.moshtix.com.au/v2/event/magdalena-bay-second-show/174775,Pop
Osees,2025-03-03,https://www.moshtix.com.au/v2/event/osees/172928,Rock
PJ Harvey,2025-03-04,https://www.ticketmaster.com.au/pj-harvey-west-perth-04-03-2025/event/1300614996C66FD2,Rock
The Kooks Australia Tour 2025,2025-03-04,https://www.moshtix.com.au/v2/event/the-kooks-australia-tour-2025/174019,Rock
Magdalena Bay,2025-03-05,https://www.ticketmaster.com.au/magdalena-bay-brisbane-05-03-2025/event/13006182E40B8B83,Pop
Roxette In Concert 2025,2025-03-05,https://www.ticketmaster.com.au/roxette-in-concert-2025-west-perth-05-03-2025/event/1300609ECF2D73D3,Rock
ALEX LAHEY – SOLO,2025-03-06,https://www.moshtix.com.au/v2/event/alex-lahey-solo/176628,Rock
The Kooks Australia Tour 2025,2025-03-06,https://www.moshtix.com.au/v2/event/the-kooks-australia-tour-2025/174034,Rock
Bess Atwell (UK) - Australian Tour ,2025-03-06,https://www.moshtix.com.au/v2/event/bess-atwell-uk-australian-tour/175141,Pop
"Songbirds: The Music of Joni Mitchell,Carole King & Stevie Nicks",2025-03-07,https://www.ticketmaster.com.au/songbirds-the-music-of-joni-mitchellcarole-city-beach-07-03-2025/event/13006147A0A66D28,Rock
The Hindley Street Country Club: Just Get's Better Australian Tour,2025-03-07,https://www.ticketmaster.com.au/the-hindley-street-country-club-just-st-kilda-07-03-2025/event/13006179C62E4443,Rock
Live At The Gardens - Róisín Murphy,2025-03-07,https://www.ticketmaster.com.au/live-at-the-gardens-roisin-murphy-south-yarra-07-03-2025/event/1300616C99797E3C,Rock
Port Fairy Folk Festival 2025,2025-03-07,https://www.moshtix.com.au/v2/event/port-fairy-folk-festival-2025/166674,Rock
ERASERHEADS HULING EL BIMBO - LIVE IN PERTH,2025-03-07,https://www.moshtix.com.au/v2/event/eraserheads-huling-el-bimbo-live-in-perth/173387,Rock
Rum Jungle (18+),2025-03-07,https://www.moshtix.com.au/v2/event/rum-jungle-18-/173184,Rock
MAGDALENA BAY - Imaginal Mystery Tour,2025-03-07,https://www.moshtix.com.au/v2/event/magdalena-bay-imaginal-mystery-tour/173753,Pop
TODD RUNDGREN w/ DAVEY LANE,2025-03-07,https://www.moshtix.com.au/v2/event/todd-rundgren-w-davey-lane/174790,Rock
Selfish Sons ‘What a Beautiful Waste of Time' Australian Tour 2025,2025-03-07,https://www.moshtix.com.au/v2/event/selfish-sons-what-a-beautiful-waste-of-time-australian-tour-2025/171160,Rock
DIESEL - BOOTLEG MELANCHOLY ALBUM TOUR 2024,2025-03-08,https://www.ticketmaster.com.au/diesel-bootleg-melancholy-album-tour-2024-melbourne-08-03-2025/event/130060E88CC11A85,Rock
Robben Ford Band,2025-03-08,https://www.ticketmaster.com.au/robben-ford-band-woolloongabba-08-03-2025/event/25006142D8852D9C,Rock
Courteeners Australian Tour 2025,2025-03-08,https://www.ticketmaster.com.au/courteeners-australian-tour-2025-brisbane-08-03-2025/event/1300623CB7DB24AD,Rock
Live At The Gardens - The Cruel Sea,2025-03-08,https://www.ticketmaster.com.au/live-at-the-gardens-the-cruel-south-yarra-08-03-2025/event/1300618AB7731001,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-03-08,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-prospect-vale-08-03-2025/event/130061579F55799E,Rock
Rum Jungle ‘Recency Bias’ AU/NZ Tour,2025-03-08,https://www.moshtix.com.au/v2/event/rum-jungle-recency-bias-au-nz-tour/173274,Rock
Youth Group | CANCELLED,2025-03-08,https://www.moshtix.com.au/v2/event/youth-group-cancelled/176171,Rock
Dreams - Fleetwood Mac and Stevie Nicks Show,2025-03-08,https://www.moshtix.com.au/v2/event/dreams-fleetwood-mac-and-stevie-nicks-show/171787,Rock
DZ Deathrays WEEKEND WARRIORS Tour w/ The Beefs & Private Wives,2025-03-08,https://www.moshtix.com.au/v2/event/dz-deathrays-weekend-warriors-tour-w-the-beefs-private-wives/172848,Rock
Eurogliders & Kids in the Kitchen,2025-03-09,https://www.ticketmaster.com.au/eurogliders-kids-in-the-kitchen-southbank-09-03-2025/event/2500615CE192353C,Rock
Shorrock & Cadd - The Two Amigos!,2025-03-09,https://www.ticketmaster.com.au/shorrock-cadd-the-two-amigos-thirroul-09-03-2025/event/1300612DC3AA638B,Rock
Roxette In Concert 2025,2025-03-09,https://www.ticketmaster.com.au/roxette-in-concert-2025-wollongong-09-03-2025/event/1300609D96C113D6,Rock
Rum Jungle—Recency Bias AU/NZ Tour,2025-03-09,https://www.moshtix.com.au/v2/event/rum-jungle-recency-bias-au-nz-tour/173186,Rock
Sarah Kinsley,2025-03-10,https://www.moshtix.com.au/v2/event/sarah-kinsley/176443,Rock
Róisín Murphy,2025-03-11,https://www.ticketmaster.com.au/roisin-murphy-brisbane-11-03-2025/event/1300616CEC1B8FAD,Rock
JOHN SMITH (ENG),2025-03-11,https://www.moshtix.com.au/v2/event/john-smith-eng-/173224,Rock
Ela Minus,2025-03-11,https://www.moshtix.com.au/v2/event/ela-minus/175920,Pop
BESS ATWELL (UK) AUSTRALIAN TOUR,2025-03-12,https://www.moshtix.com.au/v2/event/bess-atwell-uk-australian-tour/175190,Pop
JOHN SMITH (ENG) & Guests,2025-03-12,https://www.moshtix.com.au/v2/event/john-smith-eng-guests/175064,Rock
Robben Ford Band ,2025-03-12,https://www.moshtix.com.au/v2/event/robben-ford-band/172351,Rock
DIESEL - BOOTLEG MELANCHOLY ALBUM TOUR 2024,2025-03-13,https://www.ticketmaster.com.au/diesel-bootleg-melancholy-album-tour-2024-prospect-vale-13-03-2025/event/1300612996FC75D0,Rock
Todd Rundgren with special guest Davey Lane,2025-03-13,https://www.moshtix.com.au/v2/event/todd-rundgren-with-special-guest-davey-lane/174897,Rock
DIESEL - BOOTLEG MELANCHOLY ALBUM TOUR 2024,2025-03-14,https://www.ticketmaster.com.au/diesel-bootleg-melancholy-album-tour-2024-sandy-bay-14-03-2025/event/130061299029754B,Rock
Pseudo Echo - Love an Adventure,2025-03-14,https://www.ticketmaster.com.au/pseudo-echo-love-an-adventure-thirroul-14-03-2025/event/13006152C1AA7DEB,Rock
Laurel,2025-03-14,https://www.moshtix.com.au/v2/event/laurel/176875,Rock
a day on the green - Roxette (Reserved & GA),2025-03-15,https://www.ticketmaster.com.au/a-day-on-the-green-roxette-pokolbin-15-03-2025/event/130060A1E164391F,Rock
a day on the green - Roxette (The Vineyard Lounge),2025-03-15,https://www.ticketmaster.com.au/a-day-on-the-green-roxette-pokolbin-15-03-2025/event/130060A1F8793C01,Rock
Bjorn Again - Waterloo Anniversary Tour,2025-03-15,https://www.ticketmaster.com.au/bjorn-again-waterloo-anniversary-tour-thirroul-15-03-2025/event/130060E4CE4A3C2C,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-03-15,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-batemans-bay-15-03-2025/event/13006157BB517D71,Rock
LAUREL Music For Sunsets,2025-03-15,https://www.moshtix.com.au/v2/event/laurel-music-for-sunsets/177021,Rock
Unicorn - Spirals single launch,2025-03-15,https://www.moshtix.com.au/v2/event/unicorn-spirals-single-launch/176540,Rock
BINGO LOCO,2025-03-15,https://www.moshtix.com.au/v2/event/bingo-loco/176170,Pop
Dan Sultan with special guest Eleanor Jawurlngali,2025-03-15,https://www.moshtix.com.au/v2/event/dan-sultan-with-special-guest-eleanor-jawurlngali/174599,Rock
a day on the green - Roxette (Reserved & GA),2025-03-16,https://www.ticketmaster.com.au/a-day-on-the-green-roxette-mount-cotton-16-03-2025/event/130060A1B7F02F1A,Rock
Kasabian,2025-03-18,https://www.ticketmaster.com.au/kasabian-brisbane-18-03-2025/event/1300616D28179195,Rock
BoyWithUke Burnout World Tour,2025-03-19,https://www.moshtix.com.au/v2/event/boywithuke-burnout-world-tour/174044,Pop
The Stranglers: Fifty Years in Black - The Anniversary Tour 2025,2025-03-20,https://www.ticketmaster.com.au/the-stranglers-fifty-years-in-black-brisbane-20-03-2025/event/1300611728FF8D2A,Rock
Dan Sultan,2025-03-20,https://www.ticketmaster.com.au/dan-sultan-woolloongabba-20-03-2025/event/25006186DB0633C5,Rock
BoyWithUke - Burnout World Tour,2025-03-20,https://www.moshtix.com.au/v2/event/boywithuke-burnout-world-tour/173913,Pop
80's Mania,2025-03-20,https://www.moshtix.com.au/v2/event/80-s-mania/171678,Rock
Southern Sons - 35th Anniversary Tour,2025-03-21,https://www.ticketmaster.com.au/southern-sons-35th-anniversary-tour-prospect-vale-21-03-2025/event/130060D929D608F1,Rock
80s Mania,2025-03-21,https://www.ticketmaster.com.au/80s-mania-st-kilda-21-03-2025/event/13006139E0B07C37,Rock
The Cat Empire,2025-03-21,https://www.ticketmaster.com.au/the-cat-empire-thirroul-21-03-2025/event/13006186DBCD6399,Rock
BoyWithUke - Burnout The World Tour,2025-03-21,https://www.ticketmaster.com.au/boywithuke-burnout-the-world-tour-brisbane-21-03-2025/event/1300616E9A457FDF,Pop
JOEL SARAKULA ,2025-03-21,https://www.moshtix.com.au/v2/event/joel-sarakula/177197,Pop
Never Ending 80s PRESENTS Never Ending 90s - Everybody Dance Now,2025-03-21,https://www.moshtix.com.au/v2/event/never-ending-80s-presents-never-ending-90s-everybody-dance-now/172189,Pop
Southern Sons - 35th Anniversary Tour,2025-03-22,https://www.ticketmaster.com.au/southern-sons-35th-anniversary-tour-sandy-bay-22-03-2025/event/130060DA06D73E40,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-03-22,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-mornington-22-03-2025/event/13006157BB467D6E,Rock
King Stingray,2025-03-22,https://www.ticketmaster.com.au/king-stingray-brisbane-22-03-2025/event/13006143A7D76F4B,Rock
Red Hot Summer Tour: ICEHOUSE,2025-03-22,https://www.ticketmaster.com.au/red-hot-summer-tour-icehouse-caversham-22-03-2025/event/1300612BA45957E8,Rock
"TELENOVA - THE TRIFFID, BRISBANE",2025-03-22,https://www.moshtix.com.au/v2/event/telenova-the-triffid-brisbane/173301,Pop
BINGO LOCO - Fremantle,2025-03-22,https://www.moshtix.com.au/v2/event/bingo-loco-fremantle/176271,Pop
80s Mania,2025-03-23,https://www.ticketmaster.com.au/80s-mania-thirroul-23-03-2025/event/1300613934D62555,Rock
Human Nature - MTWN20,2025-03-25,https://www.ticketmaster.com.au/human-nature-mtwn20-wollongong-25-03-2025/event/1300611AD2955F3C,Pop
Jamie Miller | Long Way Home World Tour,2025-03-25,https://www.moshtix.com.au/v2/event/jamie-miller-long-way-home-world-tour/173295,Pop
Charley - A Night In Which The Story Begins.,2025-03-26,https://www.moshtix.com.au/v2/event/charley-a-night-in-which-the-story-begins-/174932,Pop
The Wonder Years,2025-03-27,https://www.ticketmaster.com.au/the-wonder-years-brisbane-27-03-2025/event/1300616E03BB8E21,Rock
Jamie Miller - 'Long Way Home' World Tour,2025-03-27,https://www.moshtix.com.au/v2/event/jamie-miller-long-way-home-world-tour/173290,Pop
BINGO LOCO - FRIDAY 28TH MARCH,2025-03-28,https://www.moshtix.com.au/v2/event/bingo-loco-friday-28th-march/176789,Pop
aleksiah’s birthday party ❤,2025-03-28,https://www.moshtix.com.au/v2/event/aleksiah-s-birthday-party-/174867,Rock
WAAX w/ Special Guests,2025-03-28,https://www.moshtix.com.au/v2/event/waax-w-special-guests/174289,Rock
The Tullamarines - No Internet Tour,2025-03-28,https://www.moshtix.com.au/v2/event/the-tullamarines-no-internet-tour/174576,Rock
Stand Atlantic - 'WAS HERE' Regional Tour,2025-03-28,https://www.moshtix.com.au/v2/event/stand-atlantic-was-here-regional-tour/175036,Rock
MODELS & Boom Crash Opera Double A Side Tour ,2025-03-28,https://www.moshtix.com.au/v2/event/models-boom-crash-opera-double-a-side-tour/169045,Rock
King Stingray with Beddy Rays & The Belair Lip Bombs,2025-03-28,https://www.moshtix.com.au/v2/event/king-stingray-with-beddy-rays-the-belair-lip-bombs/172222,Rock
80s Mania,2025-03-29,https://www.ticketmaster.com.au/80s-mania-brisbane-29-03-2025/event/13006138346F23EA,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-03-29,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-mount-gambier-29-03-2025/event/13006157BB5D7D75,Rock
Red Hot Summer Tour: ICEHOUSE,2025-03-29,https://www.ticketmaster.com.au/red-hot-summer-tour-icehouse-wodonga-29-03-2025/event/1300612BA577580D,Rock
The Wonder Years (usa) Australian Tour 2025 with special guests Joyce Manor (usa) + Suzi ,2025-03-29,https://www.moshtix.com.au/v2/event/the-wonder-years-usa-australian-tour-2025-with-special-guests-joyce-manor-usa-suzi/173575,Rock
Cancelled | Lord of the Lost,2025-03-29,https://www.moshtix.com.au/v2/event/cancelled-lord-of-the-lost/173155,Rock
TELENOVA,2025-03-29,https://www.moshtix.com.au/v2/event/telenova/173310,Pop
Noiseworks,2025-03-30,https://www.ticketmaster.com.au/noiseworks-thirroul-30-03-2025/event/13006194BFCC1363,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-03-30,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-victor-harbor-30-03-2025/event/13006186EB3066B9,Rock
The Wonder Years (usa) Australian Tour 2025 w/ special guests Joyce Manor (usa) + Suzi ,2025-03-30,https://www.moshtix.com.au/v2/event/the-wonder-years-usa-australian-tour-2025-w-special-guests-joyce-manor-usa-suzi/173536,Rock
The Wonder Years (USA) Australian Tour 2025—with special guests Joyce Manor (USA) + Suzi,2025-04-02,https://www.moshtix.com.au/v2/event/the-wonder-years-usa-australian-tour-2025-with-special-guests-joyce-manor-usa-suzi/173545,Rock
FANNING DEMPSEY NATIONAL PARK ,2025-04-03,https://www.moshtix.com.au/v2/event/fanning-dempsey-national-park/176138,Rock
MIA WRAY,2025-04-03,https://www.moshtix.com.au/v2/event/mia-wray/175026,Pop
27 Club,2025-04-04,https://www.ticketmaster.com.au/27-club-woolloongabba-04-04-2025/event/25006137DB542A4B,Rock
Great Southern Nights Presents Missy Higgins with Olivia Coggan,2025-04-04,https://www.ticketmaster.com.au/great-southern-nights-presents-missy-higgins-thirroul-04-04-2025/event/1300618AA3990EBF,Rock
Mallrat,2025-04-04,https://www.ticketmaster.com.au/mallrat-brisbane-04-04-2025/event/1300622FA0D410D5,Pop
THE ANGELS – Exclusive Album Showcase,2025-04-04,https://www.moshtix.com.au/v2/event/the-angels-exclusive-album-showcase/174926,Rock
THE WONDER YEARS (USA) -  Australian Tour 2025 with Joyce Manor (USA) + Suzi,2025-04-04,https://www.moshtix.com.au/v2/event/the-wonder-years-usa-australian-tour-2025-with-joyce-manor-usa-suzi/174023,Rock
Northeast Party House: Great Southern Nights Wollongong,2025-04-04,https://www.moshtix.com.au/v2/event/northeast-party-house-great-southern-nights-wollongong/174357,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-04-05,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-port-macquarie-05-04-2025/event/13006157BB637D78,Rock
The Hindley Street Country Club,2025-04-05,https://www.ticketmaster.com.au/the-hindley-street-country-club-hobart-05-04-2025/event/13006176D0F1648F,Rock
The Wonder Years (usa) Australian Tour 2025 with special guests Joyce Manor (usa) + Suzi,2025-04-05,https://www.moshtix.com.au/v2/event/the-wonder-years-usa-australian-tour-2025-with-special-guests-joyce-manor-usa-suzi/173549,Rock
Darren Kiely,2025-04-05,https://www.moshtix.com.au/v2/event/darren-kiely/174578,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-04-06,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-cronulla-06-04-2025/event/250061899CEF1A39,Rock
Dragon,2025-04-06,https://www.moshtix.com.au/v2/event/dragon/170281,Rock
27 Club,2025-04-06,https://www.moshtix.com.au/v2/event/27-club/171996,Rock
Boyzlife - Brian McFadden & Keith Duffy:The Hits Of Boyzone & Westlife,2025-04-08,https://www.ticketmaster.com.au/boyzlife-brian-mcfadden-keith-duffythe-hits-thirroul-08-04-2025/event/130060F1E86145F2,Pop
Darren Kiely The Never Been Here Before Tour,2025-04-08,https://www.moshtix.com.au/v2/event/darren-kiely-the-never-been-here-before-tour/174549,Rock
DAY6  [FOREVER YOUNG] World Tour,2025-04-09,https://www.ticketmaster.com.au/day6-forever-young-world-tour-west-melbourne-09-04-2025/event/1300622E9B6E0FF1,Rock
Stand Atlantic - ‘WAS HERE’ Regional Tour,2025-04-10,https://www.moshtix.com.au/v2/event/stand-atlantic-was-here-regional-tour/174975,Rock
KIM CHURCHILL | The Lovely Tour 2025 with special guests,2025-04-10,https://www.moshtix.com.au/v2/event/kim-churchill-the-lovely-tour-2025-with-special-guests/171884,Rock
Boyzlife - Brian McFadden & Keith Duffy:The Hits Of Boyzone & Westlife,2025-04-11,https://www.ticketmaster.com.au/boyzlife-brian-mcfadden-keith-duffythe-hits-brisbane-11-04-2025/event/130060F0D0764136,Pop
Liz Stringer - The Second High Album Launch Tour,2025-04-11,https://www.moshtix.com.au/v2/event/liz-stringer-the-second-high-album-launch-tour/176469,Rock
Models and Boom Crash Opera,2025-04-12,https://www.ticketmaster.com.au/models-and-boom-crash-opera-thirroul-12-04-2025/event/130060E8D43E3C45,Rock
Creedence Clearwater Collective,2025-04-12,https://www.ticketmaster.com.au/creedence-clearwater-collective-sandy-bay-12-04-2025/event/1300623CCB092588,Rock
Creedence Clearwater Collective,2025-04-12,https://www.ticketmaster.com.au/creedence-clearwater-collective-sandy-bay-12-04-2025/event/1300623CD3DE25D3,Rock
"SummerSalt - Missy Higgins, John Butler & More",2025-04-12,https://www.ticketmaster.com.au/summersalt-missy-higgins-john-butler-more-busselton-12-04-2025/event/1300618BD2C71479,Rock
The Black Sorrows 'The Way We Do Business' National Tour,2025-04-12,https://www.moshtix.com.au/v2/event/the-black-sorrows-the-way-we-do-business-national-tour/173515,Rock
Liz Stringer - The Second High Album Launch Tour ,2025-04-12,https://www.moshtix.com.au/v2/event/liz-stringer-the-second-high-album-launch-tour/176308,Rock
GAVIN JAMES,2025-04-12,https://www.moshtix.com.au/v2/event/gavin-james/175000,Rock
CANCELLED | Boyzlife – Brian McFadden & Keith Duffy:The Hits of Boyzone & Westlife,2025-04-12,https://www.moshtix.com.au/v2/event/cancelled-boyzlife-brian-mcfadden-keith-duffy-the-hits-of-boyzone-westlife/169437,Pop
The Black Sorrows 'The Way We Do Business' National Tour,2025-04-13,https://www.moshtix.com.au/v2/event/the-black-sorrows-the-way-we-do-business-national-tour/173516,Rock
Marc Broussard,2025-04-14,https://www.ticketmaster.com.au/marc-broussard-northcote-14-04-2025/event/1300612B9E0F41DC,Rock
Soft Cell,2025-04-15,https://www.ticketmaster.com.au/soft-cell-brisbane-15-04-2025/event/13006129C683790D,Rock
Marc Broussard,2025-04-16,https://www.ticketmaster.com.au/marc-broussard-sydney-16-04-2025/event/13006129EB277A48,Rock
